SEQFID	Dynamic_Annotation	Static_Annotation	HMT_ID	Genus	Species	Strain	Contigs	Size_bp
SEQF2275		NCBI	HMT-591	Corynebacterium	diphtheriae	INCA 402	1	2,449,071
SEQF2276		NCBI	HMT-591	Corynebacterium	diphtheriae	PW8	1	2,530,683
SEQF2277		NCBI	HMT-591	Corynebacterium	diphtheriae	VA01	1	2,395,441
SEQF2278		NCBI	HMT-604	Enterococcus	faecalis	62	5	3,130,818
SEQF2280		NCBI	HMT-829	Gardnerella	vaginalis	315-A	13	1,653,275
SEQF2282		NCBI	HMT-829	Gardnerella	vaginalis	5-1	94	1,672,842
SEQF2283		NCBI	HMT-822	Mycobacterium	tuberculosis	CTRI-2	1	4,398,525
SEQF2284		NCBI	HMT-669	Neisseria	meningitidis	alpha710	1	2,242,947
SEQF2285		NCBI	HMT-669	Neisseria	meningitidis	G2136	1	2,184,862
SEQF2286		NCBI	HMT-669	Neisseria	meningitidis	H44/76	1	2,240,883
SEQF2287		NCBI	HMT-669	Neisseria	meningitidis	NZ-05/33	1	2,248,966
SEQF2288		NCBI	HMT-669	Neisseria	meningitidis	WUE 2594	1	2,227,255
SEQF2289		NCBI	HMT-468	Bacillus	subtilis	subsp. spizizenii str. W23	1	4,027,676
SEQF2290		NCBI	HMT-468	Bacillus	subtilis	subsp. spizizenii TU-B-10	1	4,207,222
SEQF2291		NCBI	HMT-468	Bacillus	subtilis	subsp. subtilis RO-NN-1	1	4,011,949
SEQF2293		NCBI	HMT-468	Bacillus	subtilis	subsp. spizizenii ATCC 6633	37	3,978,576
SEQF2294		NCBI	HMT-531	Aggregatibacter	actinomycetemcomitans	serotype f str. D18P1	100	2,241,292
SEQF2295		NCBI	HMT-531	Aggregatibacter	actinomycetemcomitans	serotype e str. SC1083	54	2,137,435
SEQF2296		NCBI	HMT-531	Aggregatibacter	actinomycetemcomitans	serotype e str. SCC393	234	2,234,300
SEQF2297		NCBI	HMT-531	Aggregatibacter	actinomycetemcomitans	serotype c str. SCC2302	93	2,056,215
SEQF2298	HOMD	NCBI	HMT-046	Gemella	morbillorum	M424	39	1,745,783
SEQF2299		NCBI	HMT-822	Mycobacterium	tuberculosis	UT205	1	4,418,088
SEQF2300		NCBI	HMT-663	Stenotrophomonas	maltophilia	D457	1	4,769,156
SEQF2301		NCBI	HMT-745	Streptococcus	pyogenes	MGAS15252	1	1,750,832
SEQF2302		NCBI	HMT-734	Streptococcus	pneumoniae	459-5	47	2,169,192
SEQF2303		NCBI	HMT-734	Streptococcus	pneumoniae	England14-9	8	2,087,621
SEQF2304		NCBI	HMT-734	Streptococcus	pneumoniae	GA02506	8	2,049,637
SEQF2305		NCBI	HMT-734	Streptococcus	pneumoniae	GA05578	7	2,107,559
SEQF2306		NCBI	HMT-734	Streptococcus	pneumoniae	GA08825	10	2,103,417
SEQF2307		NCBI	HMT-734	Streptococcus	pneumoniae	GA17457	17	2,098,711
SEQF2308		NCBI	HMT-734	Streptococcus	pneumoniae	ST556	1	2,145,902
SEQF2310	HOMD	NCBI	HMT-183	Peptidiphaga	sp. HMT 183	F0552	117	2,357,424
SEQF2313	HOMD	NCBI	HMT-877	Actinomyces	sp. HMT 877	F0543	330	2,712,944
SEQF2317		NCBI	HMT-849	Actinomyces	johnsonii	F0510	431	3,377,317
SEQF2319	HOMD	NCBI	HMT-863	Capnocytophaga	sp. HMT 863	F0517	181	2,712,975
SEQF2321		NCBI	HMT-485	Agrobacterium	tumefaciens	5A	50	5,743,108
SEQF2322		NCBI	HMT-485	Agrobacterium	tumefaciens	CCNWGS0286	49	5,214,870
SEQF2323		NCBI	HMT-824	Bacillus	anthracis	str. H9401	3	5,495,471
SEQF2324		NCBI	HMT-468	Bacillus	subtilis	subsp. subtilis str. SC-8	17	4,138,818
SEQF2325	HOMD		HMT-597	Bradyrhizobium	elkanii	587	2,235	8,629,291
SEQF2326		NCBI	HMT-575	Campylobacter	concisus	UNSWCD	86	1,778,912
SEQF2327		NCBI	HMT-646	Kingella	kingae	PYKK081	163	2,049,500
SEQF2328		NCBI	HMT-756	Lactobacillus	salivarius	SMXD51	10	1,967,690
SEQF2329		NCBI	HMT-669	Neisseria	meningitidis	961-5945	166	2,227,211
SEQF2330	HOMD	NCBI	HMT-092	Neisseria	weaveri	ATCC 51223	40	2,125,582
SEQF2331		NCBI	HMT-092	Neisseria	weaveri	LMG 5135	46	2,183,368
SEQF2332		NCBI	HMT-612	Pseudomonas	fluorescens	A506	1	5,962,570
SEQF2333		NCBI	HMT-477	Pseudomonas	stutzeri	ATCC 14405 = CCUG 16156	130	4,525,589
SEQF2334	HOMD	NCBI	HMT-543	Streptococcus	anginosus	CCUG 39159	82	2,294,507
SEQF2336		NCBI	HMT-644	Streptococcus	intermedius	SK54	17	1,910,718
SEQF2337		NCBI	HMT-677	Streptococcus	mitis	SK575	90	2,018,798
SEQF2338		NCBI	HMT-677	Streptococcus	mitis	SK579	82	1,979,452
SEQF2339		NCBI	HMT-677	Streptococcus	mitis	SK616	126	1,986,919
SEQF2340		NCBI	HMT-707	Streptococcus	oralis subsp. oralis	SK10	39	1,938,353
SEQF2341		NCBI	HMT-707	Streptococcus	oralis subsp. oralis	SK100	51	1,920,577
SEQF2342		NCBI	HMT-707	Streptococcus	oralis subsp. oralis	SK1074	20	1,853,895
SEQF2343		NCBI	HMT-707	Streptococcus	oralis subsp. oralis	SK610	31	1,986,816
SEQF2344		NCBI	HMT-721	Streptococcus	parasanguinis clade 721	FW213	1	2,171,609
SEQF2345		NCBI	HMT-755	Streptococcus	salivarius	M18	6	2,325,981
SEQF2346		NCBI	HMT-755	Streptococcus	salivarius	PS4	56	2,051,527
SEQF2347		NCBI	HMT-690	Fusobacterium	necrophorum	subsp. funduliforme ATCC 51357	45	2,110,802
SEQF2348		NCBI	HMT-851	Haemophilus	haemolyticus	HK386	30	1,822,726
SEQF2349		NCBI	HMT-718	Haemophilus	parainfluenzae	HK2019	42	2,101,432
SEQF2350		NCBI	HMT-718	Haemophilus	parainfluenzae	HK262	68	2,107,814
SEQF2351		NCBI	HMT-764	Neisseria	sicca	VK64	210	2,638,449
SEQF2352	HOMD		HMT-740	Pseudomonas	pseudoalcaligenes	KF707	209	6,917,578
SEQF2353	HOMD	NCBI	HMT-879	Leptotrichia	sp. HMT 879	F0557	170	2,403,096
SEQF2355		NCBI	HMT-619	Porphyromonas	gingivalis	F0569	183	2,242,027
SEQF2356		NCBI	HMT-619	Porphyromonas	gingivalis	F0570	161	2,278,391
SEQF2357	HOMD	NCBI	HMT-278	Porphyromonas	sp. HMT 278	W7784	117	2,154,316
SEQF2361	HOMD	NCBI	HMT-644	Streptococcus	intermedius	JTH08	1	1,933,610
SEQF2363		NCBI	HMT-644	Streptococcus	intermedius	ATCC 27335	10	1,951,449
SEQF2364		NCBI	HMT-161	Veillonella	parvula	ATCC 17745	19	2,163,473
SEQF2366		NCBI	HMT-619	Porphyromonas	gingivalis	F0568	219	2,328,244
SEQF2367		NCBI	HMT-862	Bifidobacterium	longum	subsp. longum 1-6B	171	2,686,768
SEQF2368		NCBI	HMT-862	Bifidobacterium	longum	subsp. longum 2-2B	141	2,625,697
SEQF2369		NCBI	HMT-862	Bifidobacterium	longum	subsp. longum 35B	131	2,514,431
SEQF2370		NCBI	HMT-862	Bifidobacterium	longum	subsp. longum 44B	62	2,559,217
SEQF2374		NCBI	HMT-804	Lactococcus	lactis	CNCM I-1631	131	2,511,332
SEQF2375		NCBI	HMT-616	Mycoplasma	genitalium	M2288	1	579,558
SEQF2376		NCBI	HMT-616	Mycoplasma	genitalium	M2321	1	579,977
SEQF2377		NCBI	HMT-616	Mycoplasma	genitalium	M6282	1	579,504
SEQF2378		NCBI	HMT-616	Mycoplasma	genitalium	M6320	1	579,796
SEQF2380	HOMD		HMT-556	Prevotella	bivia	DSM 20514	14	2,520,138
SEQF2381		NCBI	HMT-612	Pseudomonas	fluorescens	SS101	1	6,179,443
SEQF2382		NCBI	HMT-477	Pseudomonas	stutzeri	CCUG 29243	1	4,709,064
SEQF2383		NCBI	HMT-601	Staphylococcus	epidermidis	VCU028	61	2,449,850
SEQF2384		NCBI	HMT-745	Streptococcus	pyogenes	NS88.2	298	1,720,933
SEQF2385	HOMD		HMT-852	Actinomyces	massiliensis	4401292	35	3,348,548
SEQF2386		NCBI	HMT-176	Actinomyces	naeslundii	str. Howell 279	243	3,114,341
SEQF2387		NCBI	HMT-700	Capnocytophaga	ochracea	str. Holt 25	42	2,653,757
SEQF2388		NCBI	HMT-591	Corynebacterium	diphtheriae	bv. intermedius str. NCTC 5011	34	2,380,361
SEQF2389		NCBI	HMT-690	Fusobacterium	necrophorum	subsp. funduliforme Fnf 1007	87	2,166,823
SEQF2391		NCBI	HMT-586	Parascardovia	denticolens	IPLA 20019	38	2,003,311
SEQF2392		NCBI	HMT-619	Porphyromonas	gingivalis	W50	104	2,242,062
SEQF2393		NCBI	HMT-676	Proteus	mirabilis	WGLW4	36	3,920,397
SEQF2394		NCBI	HMT-676	Proteus	mirabilis	WGLW6	54	4,049,051
SEQF2395		NCBI	HMT-663	Stenotrophomonas	maltophilia	Ab55555	21	4,914,508
SEQF2397		NCBI	HMT-543	Streptococcus	anginosus	SK1138	13	1,958,191
SEQF2398		NCBI	HMT-638	Streptococcus	infantis clade 638	SPAR10	10	1,758,646
SEQF2399		NCBI	HMT-707	Streptococcus	oralis subsp. oralis	SK304	25	2,020,585
SEQF2400		NCBI	HMT-755	Streptococcus	salivarius	K12	7	2,426,359
SEQF2406		NCBI	HMT-201	Fusobacterium	periodonticum	D10	429	2,434,239
SEQF2407	HOMD	NCBI	HMT-832	Turicella	otitidis	ATCC 51513	87	2,090,523
SEQF2408	HOMD	NCBI	HMT-571	Burkholderia	cepacia	GG4	2	6,467,321
SEQF2409	HOMD	NCBI	HMT-812	Helicobacter	pylori	India7	1	1,675,918
SEQF2410		NCBI	HMT-812	Helicobacter	pylori	Lithuania75	2	1,640,673
SEQF2411	HOMD	NCBI	HMT-559	Afipia	broomeae	ATCC 49717	6	5,259,998
SEQF2412	HOMD	NCBI	HMT-831	Alloiococcus	otitis	ATCC 51267	35	1,784,056
SEQF2413	HOMD	NCBI	HMT-889	Bifidobacterium	breve	CECT 7263	34	2,314,396
SEQF2415		NCBI	HMT-889	Bifidobacterium	breve	DSM 20213 = JCM 1192	117	2,329,986
SEQF2416	HOMD	NCBI	HMT-763	Campylobacter	showae	CSUNSWCD	21	2,124,667
SEQF2417	HOMD	NCBI	HMT-880	Enterococcus	durans	FB129-CNAB4	22	2,697,649
SEQF2418	HOMD	NCBI	HMT-881	Lactobacillus	buchneri	ATCC 11577	114	2,846,936
SEQF2419	HOMD	NCBI	HMT-883	Lactobacillus	pentosus	KCA1	82	3,417,852
SEQF2420		NCBI	HMT-817	Lactobacillus	crispatus	FB077-07	133	2,526,985
SEQF2421		NCBI	HMT-817	Lactobacillus	crispatus	FB049-03	100	2,342,850
SEQF2422		NCBI	HMT-614	Lysinibacillus	fusiformis	ZB2	59	4,550,616
SEQF2423		NCBI	HMT-740	Pseudomonas	pseudoalcaligenes	CECT 5344	24	4,656,168
SEQF2424		NCBI	HMT-644	Streptococcus	intermedius	BA1	48	1,965,880
SEQF2425		NCBI	HMT-889	Bifidobacterium	breve	ACS-071-V-Sch8b	1	2,327,492
SEQF2426	HOMD	NCBI	HMT-889	Bifidobacterium	breve	UCC2003	1	2,422,684
SEQF2427		NCBI	HMT-881	Lactobacillus	buchneri	CD034	4	2,563,168
SEQF2428	HOMD	NCBI	HMT-881	Lactobacillus	buchneri	NRRL B-30929	4	2,588,309
SEQF2429		NCBI	HMT-805	Treponema	pallidum	subsp. pallidum str. Mexico A	1	1,140,038
SEQF2430	HOMD	NCBI	HMT-172	Actinomyces	sp. HMT 172	F0311	284	2,459,841
SEQF2431	HOMD		HMT-893	Actinomyces	oris	K20	771	2,872,429
SEQF2434	HOMD	NCBI	HMT-623	Campylobacter	gracilis	RM3268	33	2,255,573
SEQF2435	HOMD	NCBI	HMT-662	Finegoldia	magna	ATCC 29328	2	1,986,740
SEQF2436		NCBI	HMT-531	Aggregatibacter	actinomycetemcomitans	serotype a str. A160	919	1,988,376
SEQF2437		NCBI	HMT-531	Aggregatibacter	actinomycetemcomitans	serotype b str. S23A	547	1,987,476
SEQF2438		NCBI	HMT-531	Aggregatibacter	actinomycetemcomitans	serotype b str. SCC4092	343	2,001,915
SEQF2439		NCBI	HMT-531	Aggregatibacter	actinomycetemcomitans	serotype c str. AAS4A	61	2,033,242
SEQF2440		NCBI	HMT-853	Corynebacterium	urealyticum	DSM 7111	1	2,316,065
SEQF2441		NCBI	HMT-861	Lactobacillus	plantarum	ZJ316	1	3,203,964
SEQF2442		NCBI	HMT-076	Staphylococcus	warneri	SG1	8	2,547,530
SEQF2443	HOMD	NCBI	HMT-113	Peptoniphilaceae [G-1]	bacterium HMT 113	W5053	156	2,084,201
SEQF2444	HOMD	NCBI	HMT-215	Leptotrichia	sp. HMT 215	W9775	89	2,302,921
SEQF2445	HOMD	NCBI	HMT-458	Aggregatibacter	sp. HMT 458	W10330	103	2,008,253
SEQF2446	HOMD	NCBI	HMT-131	Mitsuokella	sp. HMT 131	W9106	34	2,312,457
SEQF2447		NCBI	HMT-619	Porphyromonas	gingivalis	W4087	154	2,212,597
SEQF2448		NCBI	HMT-078	Oribacterium	sp. HMT 078	F0263	114	2,690,258
SEQF2449		NCBI	HMT-849	Actinomyces	johnsonii	F0542	325	3,321,811
SEQF2450		NCBI	HMT-866	Actinomyces	graevenitzii	F0530	91	2,084,752
SEQF2451		NCBI	HMT-198	Alloscardovia	omnicolens	F0580	44	1,789,070
SEQF2452	HOMD	NCBI	HMT-225	Leptotrichia	sp. HMT 225	F0581	215	2,395,587
SEQF2453		NCBI	HMT-787	Bacteroides	pyogenes	F0041	186	3,561,574
SEQF2454	HOMD	NCBI	HMT-892	Selenomonas	sp. HMT 892	F0426	107	2,306,741
SEQF2455	HOMD	NCBI	HMT-810	Atopobium	sp. HMT 810	F0209	67	1,945,408
SEQF2456	HOMD	NCBI	HMT-876	Clostridiales [F-3][G-1]	bacterium HMT 876	F0540	87	4,764,532
SEQF2457		NCBI	HMT-619	Porphyromonas	gingivalis	F0185	174	2,240,268
SEQF2458		NCBI	HMT-619	Porphyromonas	gingivalis	F0566	243	2,300,992
SEQF2460	HOMD	NCBI	HMT-555	Gemella	bergeri	ATCC 700627	104	1,603,008
SEQF2461	HOMD		HMT-658	Prevotella	loescheii	DSM 19665 = JCM 12249 = ATCC 15930	35	3,504,766
SEQF2462		NCBI	HMT-653	Treponema	lecithinolyticum	ATCC 700332	45	2,338,485
SEQF2463		NCBI	HMT-895	Bifidobacterium	animalis	ATCC 25527	1	1,932,693
SEQF2464	HOMD	NCBI	HMT-895	Bifidobacterium	animalis	CNCM I-2494	1	1,943,113
SEQF2465		NCBI	HMT-895	Bifidobacterium	animalis	AD011	1	1,933,695
SEQF2466		NCBI	HMT-895	Bifidobacterium	animalis	B420	1	1,938,595
SEQF2467		NCBI	HMT-895	Bifidobacterium	animalis	BB-12	1	1,942,198
SEQF2468		NCBI	HMT-895	Bifidobacterium	animalis	Bi-07	1	1,938,822
SEQF2469		NCBI	HMT-895	Bifidobacterium	animalis	Bl-04	1	1,938,709
SEQF2470		NCBI	HMT-895	Bifidobacterium	animalis	BLC1	1	1,938,583
SEQF2471		NCBI	HMT-895	Bifidobacterium	animalis	DSM 10140	1	1,938,483
SEQF2472		NCBI	HMT-895	Bifidobacterium	animalis	V9	1	1,944,050
SEQF2473		NCBI	HMT-804	Lactococcus	lactis	IO-1	1	2,421,471
SEQF2474		NCBI	HMT-895	Bifidobacterium	animalis	BS 01	7	1,932,387
SEQF2475	HOMD	NCBI	HMT-895	Bifidobacterium	animalis	HN019	18	1,913,512
SEQF2476		NCBI	HMT-763	Campylobacter	showae	CC57C	274	2,192,767
SEQF2477	HOMD	NCBI	HMT-569	Eggerthia	catenaformis	OT 569 = DSM 20559	35	1,935,486
SEQF2478		NCBI	HMT-663	Stenotrophomonas	maltophilia	EPM1	19	4,785,869
SEQF2479		NCBI	HMT-758	Streptococcus	sanguinis	VMC66	23	2,311,949
SEQF2480		NCBI	HMT-677	Streptococcus	mitis	NCTC 12261	24	1,831,081
SEQF2481	HOMD	NCBI	HMT-419	Stomatobaculum	longum	ACC2	16	2,308,581
SEQF2482		NCBI	HMT-485	Agrobacterium	tumefaciens	str. Cherry 2E-2-2	112	5,425,293
SEQF2483	HOMD	NCBI	HMT-674	Atopobium	minutum	10063974	3	1,706,361
SEQF2484		NCBI	HMT-880	Enterococcus	durans	IPLA 655	145	3,059,052
SEQF2485	HOMD		HMT-041	Desulfobulbus	sp. HMT 041	Dsb2	162	676,885
SEQF2486	HOMD		HMT-041	Desulfobulbus	sp. HMT 041	Dsb3	210	736,505
SEQF2487	HOMD		HMT-597	Bradyrhizobium	elkanii	USDA 76	25	9,482,467
SEQF2488	HOMD		HMT-580	Campylobacter	curvus	DSM 6644	8	1,954,904
SEQF2490	HOMD		HMT-484	Erysipelothrix	tonsillarum	DSM 14972	6	1,930,392
SEQF2491		NCBI	HMT-829	Gardnerella	vaginalis	1500E	27	1,548,244
SEQF2492		NCBI	HMT-829	Gardnerella	vaginalis	284V	16	1,650,838
SEQF2493		NCBI	HMT-568	Lactobacillus	casei	CRF28	57	3,036,548
SEQF2494		NCBI	HMT-568	Lactobacillus	casei	Lc-10	76	2,951,397
SEQF2495		NCBI	HMT-568	Lactobacillus	casei	Lpc-37	150	3,075,253
SEQF2496		NCBI	HMT-568	Lactobacillus	casei	M36	78	3,152,126
SEQF2497		NCBI	HMT-615	Lactobacillus	gasseri	CECT 5714	85	1,907,790
SEQF2498		NCBI	HMT-861	Lactobacillus	plantarum	UCMA 3037	92	3,106,874
SEQF2499		NCBI	HMT-749	Lactobacillus	rhamnosus	LRHMDP2	50	2,911,110
SEQF2500		NCBI	HMT-749	Lactobacillus	rhamnosus	LRHMDP3	47	2,911,934
SEQF2501	HOMD		HMT-214	Leptotrichia	shahii	DSM 19757	22	2,144,001
SEQF2502	HOMD		HMT-222	Leptotrichia	wadei	DSM 19758	65	2,314,249
SEQF2505	HOMD		HMT-836	Peptoniphilus	lacrimalis	DSM 7455	22	1,849,103
SEQF2506	HOMD		HMT-542	Peptostreptococcus	anaerobius	DSM 2949	70	2,106,123
SEQF2507		NCBI	HMT-619	Porphyromonas	gingivalis	JCVI SC001	282	2,398,196
SEQF2508	HOMD		HMT-289	Prevotella	maculosa	DSM 19339	63	3,312,100
SEQF2509	HOMD		HMT-378	Prevotella	micans	DSM 21469	56	2,434,532
SEQF2510	HOMD		HMT-311	Prevotella	oris	DSM 18711	53	3,061,169
SEQF2511	HOMD		HMT-572	Prevotella	veroralis	DSM 19559	30	2,842,181
SEQF2513		NCBI	HMT-477	Pseudomonas	stutzeri	TS44	78	4,278,818
SEQF2514		NCBI	HMT-854	Ralstonia	pickettii	OR214	46	5,480,587
SEQF2515		NCBI	HMT-663	Stenotrophomonas	maltophilia	AU12-09	125	4,547,300
SEQF2516		NCBI	HMT-537	Streptococcus	agalactiae	CF01173	131	2,024,610
SEQF2517		NCBI	HMT-768	Streptococcus	sobrinus	DSM 20742	283	2,096,203
SEQF2520	HOMD	NCBI	HMT-578	Streptococcus	cristatus clade 578	AS 1.3089	1	2,142,100
SEQF2521		NCBI	HMT-477	Pseudomonas	stutzeri	DSM 10701	1	4,174,118
SEQF2522	HOMD	NCBI	HMT-552	Cutibacterium	avidum	44067	1	2,526,138
SEQF2523		NCBI	HMT-705	Prevotella	oralis	HGA0225	21	2,849,142
SEQF2524	HOMD		HMT-632	Mycoplasma	hominis	ATCC 27545	22	684,158
SEQF2525		NCBI	HMT-861	Lactobacillus	plantarum	IPLA88	208	3,254,055
SEQF2526		NCBI	HMT-716	Lactobacillus	paracasei	Lpl7	91	3,089,104
SEQF2527		NCBI	HMT-716	Lactobacillus	paracasei	Lpp230	144	2,892,319
SEQF2528		NCBI	HMT-716	Lactobacillus	paracasei	Lpp120	201	2,801,291
SEQF2529		NCBI	HMT-201	Fusobacterium	periodonticum	2_1_31	61	2,470,375
SEQF2530		NCBI	HMT-420	Fusobacterium	nucleatum subsp. animalis	21_1A	49	2,128,810
SEQF2531		NCBI	HMT-420	Fusobacterium	nucleatum subsp. animalis	11_3_2	81	2,702,139
SEQF2532		NCBI	HMT-690	Fusobacterium	necrophorum	D12	118	1,950,825
SEQF2533		NCBI	HMT-802	Enterococcus	saccharolyticus	ATCC 43076	14	2,622,550
SEQF2534	HOMD	NCBI	HMT-880	Enterococcus	durans	ATCC 6056	71	3,090,895
SEQF2535		NCBI	HMT-889	Bifidobacterium	breve	HPH0326	6	2,502,557
SEQF2536		NCBI	HMT-023	Delftia	acidovorans	CCUG 15835	68	6,807,250
SEQF2537		NCBI	HMT-023	Delftia	acidovorans	CCUG 274B	90	6,942,246
SEQF2539	HOMD	NCBI	HMT-420	Fusobacterium	nucleatum subsp. animalis	4_8	2	2,275,461
SEQF2540		NCBI	HMT-529	Lactobacillus	acidophilus	La-14	1	1,991,579
SEQF2541		NCBI	HMT-608	Lactobacillus	fermentum	F-6	1	2,064,620
SEQF2542		NCBI	HMT-861	Lactobacillus	plantarum	16	11	3,361,015
SEQF2543		NCBI	HMT-861	Lactobacillus	plantarum	subsp. plantarum P-8	7	3,226,270
SEQF2544		NCBI	HMT-818	Lactobacillus	reuteri clade 818	I5007	7	2,093,275
SEQF2545		NCBI	HMT-805	Treponema	pallidum	Fribourg-Blanc	1	1,140,481
SEQF2546		NCBI	HMT-343	Achromobacter	xylosoxidans	NH44784-1996	1	6,916,670
SEQF2547	HOMD		HMT-198	Alloscardovia	omnicolens	DSM 21503	43	1,847,146
SEQF2549	HOMD	NCBI	HMT-801	Enterococcus	casseliflavus	14-MB-W-14	51	3,651,948
SEQF2550	HOMD		HMT-860	Fusobacterium	gonidiaformans	3-1-5R	99	1,848,430
SEQF2551		NCBI	HMT-529	Lactobacillus	acidophilus	CIRM-BIA 442	19	1,986,992
SEQF2552		NCBI	HMT-529	Lactobacillus	acidophilus	DSM 20242	21	2,047,860
SEQF2553	HOMD		HMT-704	Mycoplasma	orale	ATCC 23714	21	710,549
SEQF2554	HOMD		HMT-643	Prevotella	intermedia	ATCC 25611 = DSM 20706	24	2,562,862
SEQF2555	HOMD		HMT-201	Fusobacterium	periodonticum	1_1_41FAA	80	2,454,647
SEQF2557		NCBI	HMT-615	Lactobacillus	gasseri	2016	29	1,879,515
SEQF2558		NCBI	HMT-615	Lactobacillus	gasseri	K7	43	1,959,974
SEQF2559		NCBI	HMT-804	Lactococcus	lactis	TIFN7	370	2,634,086
SEQF2560		NCBI	HMT-804	Lactococcus	lactis	str. TIFN2	143	2,505,069
SEQF2561		NCBI	HMT-804	Lactococcus	lactis	str. TIFN4	182	2,550,393
SEQF2563	HOMD		HMT-291	Prevotella	denticola	DSM 20614	57	3,056,806
SEQF2564		NCBI	HMT-161	Veillonella	parvula	HSIVP1	27	2,144,848
SEQF2565		NCBI	HMT-558	Lactobacillus	brevis	KB290	10	2,587,877
SEQF2566		NCBI	HMT-568	Lactobacillus	casei	LOCK919	2	3,143,369
SEQF2567		NCBI	HMT-818	Lactobacillus	reuteri clade 818	TD1	1	2,145,445
SEQF2568		NCBI	HMT-749	Lactobacillus	rhamnosus	LOCK900	1	2,883,376
SEQF2569		NCBI	HMT-749	Lactobacillus	rhamnosus	LOCK908	1	2,990,900
SEQF2570		NCBI	HMT-804	Lactococcus	lactis	UC509.9	9	2,457,347
SEQF2571		NCBI	HMT-732	Mycoplasma	pneumoniae	M129-B7	1	816,373
SEQF2572		NCBI	HMT-676	Proteus	mirabilis	BB2000	1	3,846,754
SEQF2573	HOMD		HMT-888	Actinomyces	dentalis	DSM 19115	97	3,529,652
SEQF2574	HOMD		HMT-617	Actinomyces	georgiae	DSM 6843	27	2,493,023
SEQF2575	HOMD		HMT-618	Actinomyces	gerencseriae	DSM 6844	31	3,418,708
SEQF2576		NCBI	HMT-889	Bifidobacterium	breve	JCP7499	96	2,366,917
SEQF2577	HOMD		HMT-890	Bifidobacterium	subtile	DSM 20096	32	2,765,266
SEQF2578		NCBI	HMT-575	Campylobacter	concisus	ATCC 51561	69	1,995,701
SEQF2579		NCBI	HMT-575	Campylobacter	concisus	ATCC 51562	21	1,841,750
SEQF2580		NCBI	HMT-575	Campylobacter	concisus	UNSW1	72	1,937,132
SEQF2581	HOMD		HMT-224	Leptotrichia	hofstadii	DSM 21651	23	2,553,025
SEQF2582	HOMD		HMT-553	Prevotella	baroniae	DSM 16972	48	3,128,637
SEQF2583	HOMD		HMT-191	Acidipropionibacterium	acidifaciens	DSM 21887	87	3,043,431
SEQF2584	HOMD		HMT-124	Selenomonas	artemidis	DSM 19719	36	2,350,559
SEQF2585	HOMD		HMT-678	Solobacterium	moorei	DSM 22971	170	2,335,456
SEQF2586		NCBI	HMT-717	Variovorax	paradoxus	B4	2	7,148,516
SEQF2587		NCBI	HMT-543	Streptococcus	anginosus	C1051	1	1,911,706
SEQF2588		NCBI	HMT-543	Streptococcus	anginosus	C238	1	2,233,640
SEQF2589		NCBI	HMT-576	Streptococcus	constellatus	subsp. pharyngis C1050	1	1,991,156
SEQF2590		NCBI	HMT-576	Streptococcus	constellatus	subsp. pharyngis C232	1	1,935,414
SEQF2591		NCBI	HMT-576	Streptococcus	constellatus	subsp. pharyngis C818	1	1,935,662
SEQF2592		NCBI	HMT-644	Streptococcus	intermedius	B196	1	1,996,214
SEQF2593		NCBI	HMT-644	Streptococcus	intermedius	C270	1	1,960,728
SEQF2594	HOMD		HMT-179	Actinomyces	timonensis	DSM 23838	40	2,913,054
SEQF2600		NCBI	HMT-529	Lactobacillus	acidophilus	CIP 76.13	55	1,949,435
SEQF2601		NCBI	HMT-529	Lactobacillus	acidophilus	CIRM-BIA 445	41	1,998,395
SEQF2602		NCBI	HMT-529	Lactobacillus	acidophilus	DSM 9126	45	1,988,965
SEQF2603		NCBI	HMT-854	Ralstonia	pickettii	DTP0602	3	8,125,850
SEQF2604	HOMD		HMT-565	Enterobacter	cancerogenus	YZ1	11	4,808,813
SEQF2605		NCBI	HMT-608	Lactobacillus	fermentum	MTCC 8711	116	2,566,297
SEQF2607	HOMD		HMT-754	Mycoplasma	salivarium	ATCC 23064	17	713,526
SEQF2609		NCBI	HMT-543	Streptococcus	anginosus	subsp. whileyi MAS624	1	2,122,284
SEQF2610		NCBI	HMT-343	Achromobacter	xylosoxidans	NBRC 15126 = ATCC 27061	1	6,683,584
SEQF2611		NCBI	HMT-819	Lactobacillus	johnsonii	N6.2	1	1,887,251
SEQF2613		NCBI	HMT-842	Campylobacter	ureolyticus	ACS-301-V-Sch3b	19	1,691,524
SEQF2614	HOMD		HMT-842	Campylobacter	ureolyticus	DSM 20703	37	1,740,135
SEQF2615		NCBI	HMT-577	Eikenella	corrodens	CC92I	17	2,213,435
SEQF2616		NCBI	HMT-619	Porphyromonas	gingivalis	SJD2	140	2,328,850
SEQF2617		NCBI	HMT-693	Prevotella	nigrescens	CC14M	59	2,965,731
SEQF2618		NCBI	HMT-705	Prevotella	oralis	CC98A	14	2,981,962
SEQF2619		NCBI	HMT-857	Rhodobacter	capsulatus	B6	116	3,811,946
SEQF2620		NCBI	HMT-857	Rhodobacter	capsulatus	DE442	40	3,760,501
SEQF2621		NCBI	HMT-857	Rhodobacter	capsulatus	R121	39	3,766,673
SEQF2622		NCBI	HMT-857	Rhodobacter	capsulatus	Y262	54	3,850,334
SEQF2623		NCBI	HMT-857	Rhodobacter	capsulatus	YW1	54	3,653,919
