#Organism Name	Organism Groups	Strain	BioSample	BioProject	Assembly	Level	Size(Mb)	GC%	Replicons	WGS	Scaffolds	CDS	Release Date	GenBank FTP	RefSeq FTP
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	DD26	SAMN04325055	PRJNA304333	GCA_001579035.1	Scaffold	2.12255	40.1	NA	LQOD01	85	1803	2016-03-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/579/035/GCA_001579035.1_ASM157903v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/579/035/GCF_001579035.1_ASM157903v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	Nm-65	SAMD00239187	PRJDB10372	GCA_014467095.1	Complete	2.08584	40	chromosome:AP023349.1	NA	1	2039	2020-08-20	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/467/095/GCA_014467095.1_ASM1446709v1	NA
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	29/42	SAMN02470852	PRJNA206050	GCA_000430365.1	Contig	1.94377	40.2	NA	ATAB01	43	1626	2013-07-16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/430/365/GCA_000430365.1_Smit.str29_42_v1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/430/365/GCF_000430365.1_Smit.str29_42_v1.0
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	17/34	SAMN02470848	PRJNA206048	GCA_000430305.1	Contig	1.87325	40.2	NA	ASZZ01	51	1539	2013-07-16	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/430/305/GCA_000430305.1_Smit.str17_34_v1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/430/305/GCF_000430305.1_Smit.str17_34_v1.0
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	10712	SAMN04432941	PRJNA308845	GCA_001588625.1	Contig	1.84066	40.3	NA	LROT01	44	1966	2016-03-11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/588/625/GCA_001588625.1_ASM158862v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/588/625/GCF_001588625.1_ASM158862v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	0123W_40_11	SAMN05509312	PRJNA327106	GCA_001914195.1	Contig	1.99214	39.8	NA	MKYF01	51	0	2016-12-22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/914/195/GCA_001914195.1_ASM191419v1	NA
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	13/39	SAMN02470854	PRJNA176681	GCA_000385835.1	Contig	2.05888	39.7	NA	AQTU01	153	2023	2013-04-30	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/385/835/GCA_000385835.1_ASM38583v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/385/835/GCF_000385835.1_ASM38583v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	M3-1	SAMN04432975	PRJNA308844	GCA_001588595.1	Contig	2.01527	40	NA	LROU01	154	2244	2016-03-11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/588/595/GCA_001588595.1_ASM158859v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/588/595/GCF_001588595.1_ASM158859v1
Streptococcus mitis	Bacteria;Terrabacteria group;Firmicutes	DD22	SAMN04325048	PRJNA304333	GCA_001579665.1	Scaffold	2.2464	40.0958	plasmid unnamed:CM003839.1	LQZD01	170	2081	2016-03-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/579/665/GCA_001579665.1_ASM157966v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/579/665/GCF_001579665.1_ASM157966v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	OD_332610_07	SAMN06705619	PRJNA304678	GCA_002096515.1	Contig	1.94646	41.3	NA	NCUP01	9	1808	2017-04-18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/096/515/GCA_002096515.1_ASM209651v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/515/GCF_002096515.1_ASM209651v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	NCTC11427	SAMEA3936797	PRJEB6403	GCA_900637025.1	Complete	1.93155	41.5	chromosome 1:NZ_LR134336.1/LR134336.1	NA	1	1766	2018-12-19	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/637/025/GCA_900637025.1_46338_H01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/637/025/GCF_900637025.1_46338_H01
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	FDAARGOS_367	SAMN07312411	PRJNA231221	GCA_002386345.1	Complete	2.05321	40.9	chromosome:NZ_CP023507.1/CP023507.1	NA	1	1885	2017-09-28	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/386/345/GCA_002386345.1_ASM238634v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/386/345/GCF_002386345.1_ASM238634v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	S.MIT/ORALIS-351	SAMN06179980	PRJNA358614	GCA_001983955.1	Complete	1.96691	41	chromosome:NZ_CP019562.1/CP019562.1	NA	1	1802	2017-02-03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/983/955/GCA_001983955.1_ASM198395v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/983/955/GCF_001983955.1_ASM198395v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	Uo5	SAMEA2272261	PRJEA60241	GCA_000253155.1	Complete	1.95869	41.1	chromosome:NC_015291.1/FR720602.1	NA	1	1817	2011-03-23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/253/155/GCA_000253155.1_ASM25315v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/253/155/GCF_000253155.1_ASM25315v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	SN51445	SAMN15048516	PRJNA635656	GCA_013488045.1	Chromosome	2.11383	41	chromosome:NZ_CP054134.1/CP054134.1	NA	1	1966	2020-07-23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/488/045/GCA_013488045.1_ASM1348804v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/488/045/GCF_013488045.1_ASM1348804v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	ATCC 10557	SAMN15049614	PRJNA635656	GCA_013488065.1	Chromosome	1.99569	41.4	chromosome:NZ_CP054135.1/CP054135.1	NA	1	1816	2020-07-23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/488/065/GCA_013488065.1_ASM1348806v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/488/065/GCF_013488065.1_ASM1348806v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	CCUG 24891	SAMN04625306	PRJNA302716	GCA_001639375.1	Scaffold	1.91357	41.4	NA	LWCF01	40	1778	2016-04-29	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/639/375/GCA_001639375.1_ASM163937v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/639/375/GCF_001639375.1_ASM163937v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	ATCC 35037	SAMN00120580	PRJNA38733	GCA_000164095.1	Scaffold	1.91384	41.4	NA	ADMV01	10	1768	2010-03-22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/164/095/GCA_000164095.1_ASM16409v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/095/GCF_000164095.1_ASM16409v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	CCUG 13229	SAMN06299363	PRJNA302716	GCA_002014885.1	Scaffold	1.91019	41.4	NA	MUXP01	11	1770	2017-03-03	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/014/885/GCA_002014885.1_ASM201488v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/014/885/GCF_002014885.1_ASM201488v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	ATCC 35037	SAMN02435816	PRJNA50777	GCA_000148565.2	Contig	1.88471	41.3	NA	AEDW01	25	1711	2010-09-24	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/148/565/GCA_000148565.2_ASM14856v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/148/565/GCF_000148565.1_ASM14856v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	SN64428	SAMN15048629	PRJNA635656	GCA_013592015.1	Contig	2.10707	40.9	NA	JABTEW01	2	1954	2020-07-23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/592/015/GCA_013592015.1_ASM1359201v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/592/015/GCF_013592015.1_ASM1359201v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	NCTC10232	SAMEA3662923	PRJEB6403	GCA_901543815.1	Contig	1.94906	41.3	NA	CABEIU01	2	1801	2019-05-20	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/901/543/815/GCA_901543815.1_42731_G02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/901/543/815/GCF_901543815.1_42731_G02
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	OD_321121_09	SAMN06705618	PRJNA304678	GCA_002096575.1	Contig	2.01685	41.3	NA	NCUQ01	10	1863	2017-04-18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/096/575/GCA_002096575.1_ASM209657v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/575/GCF_002096575.1_ASM209657v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	RH_57980_07	SAMN06705624	PRJNA304678	GCA_002096445.1	Contig	1.9884	41	NA	NCUK01	13	1854	2017-04-18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/096/445/GCA_002096445.1_ASM209644v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/445/GCF_002096445.1_ASM209644v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	RH_1735_08	SAMN06705621	PRJNA304678	GCA_002096535.1	Contig	2.00468	41	NA	NCUN01	11	1823	2017-04-18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/096/535/GCA_002096535.1_ASM209653v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/535/GCF_002096535.1_ASM209653v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	RH_34706_11	SAMN06705622	PRJNA304678	GCA_002096525.1	Contig	1.93685	41.4	NA	NCUM01	7	1770	2017-04-18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/096/525/GCA_002096525.1_ASM209652v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/525/GCF_002096525.1_ASM209652v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	SK141	SAMN03334901	PRJNA274768	GCA_000960035.1	Contig	1.8595	41.1	NA	JYGR01	5	1775	2015-03-23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/960/035/GCA_000960035.1_ASM96003v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/960/035/GCF_000960035.1_ASM96003v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	KLC05	SAMN09631742	PRJNA480251	GCA_003942785.1	Contig	1.95769	41.4	NA	RMVI01	48	1772	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/785/GCA_003942785.1_ASM394278v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/785/GCF_003942785.1_ASM394278v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	OP51	SAMN03334898	PRJNA274768	GCA_000959975.1	Contig	1.84417	41.4	NA	JYGO01	10	1740	2015-03-23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/975/GCA_000959975.1_ASM95997v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/975/GCF_000959975.1_ASM95997v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	OD_311844-09	SAMN06705617	PRJNA304678	GCA_002096595.1	Scaffold	1.95117	41.1	NA	NCUR01	10	1829	2017-04-18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/096/595/GCA_002096595.1_ASM209659v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/595/GCF_002096595.1_ASM209659v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	SK141	SAMN02836942	PRJNA242575	GCA_000722675.1	Contig	1.87397	41.1	NA	JPGA01	11	1758	2014-07-07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/722/675/GCA_000722675.1_ASM72267v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/722/675/GCF_000722675.1_ASM72267v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	ATCC 9811	SAMN11401878	PRJNA532510	GCA_006175905.1	Contig	1.88145	41.4	NA	SSNB01	3	1713	2019-06-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/175/905/GCA_006175905.1_ASM617590v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/175/905/GCF_006175905.1_ASM617590v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	COL85/1862	SAMN03334896	PRJNA274768	GCA_000959945.1	Contig	1.90015	41.2	NA	JYGM01	11	1769	2015-03-23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/959/945/GCA_000959945.1_ASM95994v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/959/945/GCF_000959945.1_ASM95994v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	SK143	SAMN02836943	PRJNA242576	GCA_000722845.1	Contig	2.04312	41.3	NA	JPGB01	7	1890	2014-07-07	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/722/845/GCA_000722845.1_ASM72284v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/722/845/GCF_000722845.1_ASM72284v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	Y_11577_11	SAMN06705626	PRJNA304678	GCA_002096435.1	Scaffold	1.99977	41.1	NA	NCUI01	25	1918	2017-04-18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/096/435/GCA_002096435.1_ASM209643v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/435/GCF_002096435.1_ASM209643v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	B_19836_11	SAMN06705616	PRJNA304678	GCA_002096605.1	Contig	1.97249	41.3	NA	NCUS01	31	1876	2017-04-18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/096/605/GCA_002096605.1_ASM209660v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/605/GCF_002096605.1_ASM209660v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	BCC35	SAMN09631760	PRJNA480251	GCA_003943805.1	Contig	1.96122	41.4	NA	RJNE01	28	1793	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/943/805/GCA_003943805.1_ASM394380v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/805/GCF_003943805.1_ASM394380v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	SK304	SAMN00829137	PRJNA89615	GCA_000287715.1	Contig	2.02059	40.7	NA	ALJN01	25	1913	2012-08-13	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/287/715/GCA_000287715.1_SoralisSK304v1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/287/715/GCF_000287715.1_SoralisSK304v1.0
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	OD_336064_07	SAMN06705620	PRJNA304678	GCA_002096495.1	Contig	1.96707	41.3	NA	NCUO01	12	1788	2017-04-18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/096/495/GCA_002096495.1_ASM209649v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/495/GCF_002096495.1_ASM209649v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	RH_8610_08	SAMN06705625	PRJNA304678	GCA_002096375.1	Contig	1.99076	41.1	NA	NCUJ01	18	1844	2017-04-18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/096/375/GCA_002096375.1_ASM209637v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/375/GCF_002096375.1_ASM209637v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	RH_50443_09	SAMN06705623	PRJNA304678	GCA_002096455.1	Scaffold	1.92137	41.5	NA	NCUL01	8	1784	2017-04-18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/096/455/GCA_002096455.1_ASM209645v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/455/GCF_002096455.1_ASM209645v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	BCC59	SAMN09631754	PRJNA480251	GCA_003942585.1	Contig	1.83606	41.2	NA	RJNK01	41	1753	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/585/GCA_003942585.1_ASM394258v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/585/GCF_003942585.1_ASM394258v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	SC15-3744	SAMN05371533	PRJNA328451	GCA_001885595.1	Contig	1.93408	41.1	NA	MBDM01	13	1774	2016-11-23	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/885/595/GCA_001885595.1_ASM188559v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/885/595/GCF_001885595.1_ASM188559v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	B_007274_11	SAMN06705615	PRJNA304678	GCA_002096195.1	Scaffold	1.98758	41.2	NA	NCUT01	30	1915	2017-04-18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/096/195/GCA_002096195.1_ASM209619v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/195/GCF_002096195.1_ASM209619v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	CCUG 35754	SAMN04623586	PRJNA302716	GCA_001639355.1	Scaffold	1.98958	41.4	NA	LWCE01	129	1851	2016-04-29	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/639/355/GCA_001639355.1_ASM163935v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/639/355/GCF_001639355.1_ASM163935v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	NU39	SAMN09060968	PRJNA454893	GCA_004127235.1	Contig	2.02725	41.1	NA	QEWK01	87	1888	2019-02-01	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/127/235/GCA_004127235.1_ASM412723v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/127/235/GCF_004127235.1_ASM412723v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	OD_338919_11	SAMN06705613	PRJNA304678	GCA_002096175.1	Scaffold	2.0325	41.1	NA	NCUV01	24	1922	2017-04-18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/096/175/GCA_002096175.1_ASM209617v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/175/GCF_002096175.1_ASM209617v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	CCUG 62648	SAMN04625404	PRJNA302716	GCA_001639395.1	Scaffold	1.94887	41.1	NA	LWCG01	36	1856	2016-04-29	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/639/395/GCA_001639395.1_ASM163939v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/639/395/GCF_001639395.1_ASM163939v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	RH_5486_10	SAMN06705614	PRJNA304678	GCA_002096205.1	Scaffold	2.01316	41.1	NA	NCUU01	47	1875	2017-04-18	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/096/205/GCA_002096205.1_ASM209620v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/096/205/GCF_002096205.1_ASM209620v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	BCA17	SAMN09631785	PRJNA480251	GCA_003944395.1	Contig	2.01113	41.1	NA	RJMF01	20	1853	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/944/395/GCA_003944395.1_ASM394439v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/944/395/GCF_003944395.1_ASM394439v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	SK10	SAMN00761853	PRJNA75161	GCA_000257495.1	Contig	1.93835	41.3	NA	AJKO01	39	1812	2012-04-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/257/495/GCA_000257495.1_SoralisSK10v1.0	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/257/495/GCF_000257495.1_SoralisSK10v1.0
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	BCC10	SAMN09631693	PRJNA480251	GCA_003943415.1	Contig	1.93476	41.1	NA	RJPK01	46	1801	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/943/415/GCA_003943415.1_ASM394341v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/415/GCF_003943415.1_ASM394341v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	SK1074	SAMN00761796	PRJNA75133	GCA_000257845.1	Contig	1.8539	41.3	NA	AICT01	20	1722	2012-04-05	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/257/845/GCA_000257845.1_ASM25784v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/257/845/GCF_000257845.1_ASM25784v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	BCC52	SAMN09631736	PRJNA480251	GCA_003942875.1	Contig	2.08931	40.9	NA	RMVK01	22	1922	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/875/GCA_003942875.1_ASM394287v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/875/GCF_003942875.1_ASM394287v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	BCA21	SAMN09631756	PRJNA480251	GCA_003942565.1	Contig	1.95178	41.2	NA	RJNI01	20	1821	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/942/565/GCA_003942565.1_ASM394256v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/942/565/GCF_003942565.1_ASM394256v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	274_SPSE	SAMN03197467	PRJNA267549	GCA_001072035.1	Contig	1.99335	41.2	NA	JVNJ01	23	1849	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/072/035/GCA_001072035.1_ASM107203v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/072/035/GCF_001072035.1_ASM107203v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	BCC63	SAMN09631755	PRJNA480251	GCA_003943825.1	Contig	2.11766	41	NA	RJNJ01	139	1991	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/943/825/GCA_003943825.1_ASM394382v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/825/GCF_003943825.1_ASM394382v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	JPIIBV3	SAMN03480681	PRJNA280673	GCA_001588645.1	Contig	1.98969	41	NA	LAYF01	74	1838	2016-03-11	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/588/645/GCA_001588645.1_ASM158864v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/588/645/GCF_001588645.1_ASM158864v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	89a	SAMN04123206	PRJNA297767	GCA_001411485.1	Scaffold	1.92894	41.3	NA	LKPC01	21	1790	2015-10-22	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/411/485/GCA_001411485.1_ASM141148v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/411/485/GCF_001411485.1_ASM141148v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	206_SPSE	SAMN03197399	PRJNA267549	GCA_001071755.1	Contig	2.04309	41.1	NA	JVPZ01	28	1895	2015-07-10	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/071/755/GCA_001071755.1_ASM107175v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/071/755/GCF_001071755.1_ASM107175v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	ATCC 49296	SAMN00260261	PRJNA53005	GCA_000185265.1	Scaffold	2.06834	41.2	NA	AEPO01	5	1932	2010-12-21	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/185/265/GCA_000185265.1_ASM18526v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/185/265/GCF_000185265.1_ASM18526v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	DD25	SAMN04325052	PRJNA304333	GCA_001579525.1	Scaffold	1.82628	41.3895	plasmid unnamed:NZ_CM003838.1/CM003838.1	LQZC01	15	1711	2016-03-02	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/579/525/GCA_001579525.1_ASM157952v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/579/525/GCF_001579525.1_ASM157952v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	BCC26	SAMN09631695	PRJNA480251	GCA_003943385.1	Contig	1.94756	41.1	NA	RJPI01	30	1799	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/943/385/GCA_003943385.1_ASM394338v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/385/GCF_003943385.1_ASM394338v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	BCC11	SAMN09631749	PRJNA480251	GCA_003943875.1	Contig	2.05647	41.1	NA	RJNP01	34	1895	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/943/875/GCA_003943875.1_ASM394387v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/875/GCF_003943875.1_ASM394387v1
Streptococcus oralis	Bacteria;Terrabacteria group;Firmicutes	BCC12	SAMN09631694	PRJNA480251	GCA_003943395.1	Contig	1.92841	41.1	NA	RJPJ01	41	1842	2018-12-12	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/943/395/GCA_003943395.1_ASM394339v1	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/943/395/GCF_003943395.1_ASM394339v1
